"Codice_PreCipe","Data_PreCipe","Progressivo_PreCipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Numero_OdgPreCipe","Progressivo_NumeroPreCipe","Codice_ArgomentoPreCipe","Oggetto_PreCipe","Codice_RisultanzaPreCipe","Nota_RisultanzaPreCipe","Codice_Ufficio","Numero_Delibera","Annotazioni_PreCipe"
2149,"2003-07-22 00:00:00",0,12,35,,,,,"0",0,0,"RIPARTIZIONE DISPONIBILITA' FINANZIARIE PER IZS ANNO 2003",0,,0,0,
2150,"2003-07-22 00:00:00",0,12,36,,,,,"0",0,0,"FSN 2003 ASSEGNAZIONE ALL'IZS DI ROMA PER INTEGRAZIONE FONDO TRATTAMENTI DI FINE RAPPORTO",0,,0,0,
2151,"2003-07-22 00:00:00",0,12,37,,,,,"0",0,0,"FSN 2003 FINANZIAMENTO BORSE DI STUDIO IN MEDICINA GENERALE  SECONDA ANNUALITA' BIENNIO 2001-2003",0,,0,0,
2152,"2003-09-25 00:00:00",0,12,38,,,,,"0",0,0,"FSN 2002 RIPARTO QUOTA VINCOLATA PER L'EROGAZIONE DI FARMACI IN CLASSE C A FAVORE DEI TITOLARI DI PENSIONE DIRETTA DI GUERRA",0,,0,0,
2153,"2003-10-29 00:00:00",0,12,40,,,,,"0",0,0,"FSN 2003: RIPARTO RISORSE PER OBIETTIVI PRIORITARI E DI RILIEVO NAZIONALE DEL PIANO SANITARIO NAZIONALE",0,,0,0,
2154,"2003-11-25 00:00:00",0,12,41,,,,,"0",0,0,"FSN 2003 - RIPARTIZIONE SOMME VINCOLATE  PER IL PERSONALE DIRIGENTE",0,,0,0,
2155,"2003-11-25 00:00:00",0,12,42,,,,,"0",0,0,"FSN. 2003 - RIPARTIZIONE QUOTA ACCANTONATA PER  CITTADINI EXTRACOMUNITARI",0,,0,0,
2156,"2003-11-25 00:00:00",0,12,43,,,,,"0",0,0,"FSN 2003 - PREVENZIONE E CURA DELLA FIBROSI CISTICA PER LA RICERCA",0,,0,0,
2157,"2003-11-25 00:00:00",0,12,44,,,,,"0",0,0,"FSN 2003 -  PREVENZIONE E LOTTA CONTRO L'AIDS",0,,0,0,
2158,"2004-01-27 00:00:00",0,12,45,,,,,"0",0,0,"REGIONE CALABRIA:RIPROGRAMMAZIONE RISORSE ASSEGNATE CON DELIBERA 26/1/96",0,,0,0,
2159,"2004-03-02 00:00:00",0,12,46,,,,,"0",0,0,"FSN 2004 - RIPARTO PARTE CORRENTE PER SERVIZIO SANITARIO NAZIONALE",0,,0,0,
2160,"2004-10-20 00:00:00",0,12,47,,,,,"0",0,0,"FSN 2004 FINANZIAMENTO BORSE DI STUDIO IN MEDICINA GENERALE  PRIMA ANNUALITA' BIENNIO 2004-2006",0,,0,0,
2161,"2004-10-20 00:00:00",0,12,48,,,,,"0",0,0,"PROGRAMMA INVESTIMENTI IN SANITA' L.67/88 ART.20 - RIPROGRAMMAZIONE RISORSE ASSEGNATE CON DELIBERA 65/2002 ",0,,0,0,
2162,"2004-10-20 00:00:00",0,12,49,,,,,"0",0,0,"PREVENZIONE E LOTTA CONTRO L'AIDS - RIPARTO SOMME ACCANTONATE CON DELIBERA 55/1998",0,,0,0,
2163,"2008-11-19 00:00:00",0,12,50,,,,,"0",0,0,"FSN 2004: RIPARTO RISORSE  PER OBIETTIVI PRIORITARI E DI RILIEVO NAZIONALE DEL PIANO SANITARIO NAZIONALE 2003/2005",0,,0,0,
2164,"2005-05-24 00:00:00",0,12,50,,,,,"0",0,0,"FSN 2004: RIPARTO RISORSE  PER OBIETTIVI PRIORITARI E DI RILIEVO NAZIONALE DEL PIANO SANITARIO NAZIONALE 2003/2005",0,,0,0,
2165,"2004-10-20 00:00:00",0,12,51,,,,,"0",0,0,"FSN 2004: PREVENZIONE E LOTTA CONTRO L'AIDS",0,,0,0,
2166,"2004-10-20 00:00:00",0,12,52,,,,,"0",0,0,"FSN 2004: QUOTA ACCANTONATA PER CITTADINI EXTRACOMUNITARI",0,,0,0,
2167,"2004-10-20 00:00:00",0,12,53,,,,,"0",0,0,"FSN 2004: PREVENZIONE E CURA FIBROSI CISTICA",0,,0,0,
2168,"2004-10-20 00:00:00",0,12,54,,,,,"0",0,0,"FSN 2001: ASSISTENZA HANSENIANI E LORO FAMILIARI",0,,0,0,
2704,"2009-06-24 00:00:00",1,2,0,0,,,,"1A",0,9,"ASSEGNAZIONE DI RISORSE PER IL FINANZIAMENTO DEGLI INTERVENTI DI RICOSTRUZIONE E DELLE ALTRE MISURE DI CUI AL DL 28 APRILE 2009 N.39, ART.11, COMMA 1 (EVENTI SISMICI REGIONE ABRUZZO)",0,,,0,""
2705,"2009-06-24 00:00:00",2,2,0,0,,,,"1B",0,9,"ASSEGNAZIONE DI RISORSE A FAVORE DEL MINISTERO DELL'INTERNO PER I LAVORI DI RISTRUTTURAZIONE DEL PALAZZO DEI MINISTERI E DELL'ARANCIAIA, NELLA CITTA' DI PARMA, DESTINATI A NUOVI SEDI DI UFFICI DEI CARABINIERI (SUBORDINANTAMENTE ALL'ACQUISIZIONE DEL PARERE DELLA CONFERENZA STATO REGIONI)",0,,,0,""
2706,"2009-06-24 00:00:00",3,11,0,0,,,,"2A",0,10,"ASSEGNAZIONE A FAVORE DELLA REGIONE ABRUZZO PER INTERVENTI DI EDILIZIA SCOLASTICA (DL 28 APRILE 2009, N.39, ART.4. COMMA 4)",0,,,0,""
2707,"2009-06-24 00:00:00",4,11,0,0,,,,"2B",0,10,"SCUOLA EUROPEA DI PARMA:PROGETTO PRELIMINARE",0,,,0,""
2708,"2009-06-24 00:00:00",5,11,0,0,,,,"2C",0,10,"INFRASTRUTTURE PER LA MOBILITA' SOSTENIBILE - SISTEMI DI TRASPORTO LACUALE",0,,,0,""
2709,"2009-06-24 00:00:00",6,11,0,0,,,,"3A",0,2,"ITINERARIO AGRIGENTO CALATANISSETTA A19: ADEGUAMENTO A QUATTRO CORSIE DELLA S.S.640 “PORTO EMPEDOCLE” – TRATTO DAL KM 44+000 AL KM 74+300 SVINCOLO PER LA A19: PROGETTO DEFINITIVO",0,,,0,""
2710,"2009-06-24 00:00:00",7,11,0,0,,,,"3B",0,2,"AUTOSTRADA A3 SALERNO – REGGIO CALABRIA: PROGETTO ESECUTIVO COMPLETAMENTO DEI LAVORI DI AMMODERNAMENTO E ADEGUAMENTO DEL TRONCO 3° - TRATTO 2° - LOTTO 3° -STRALCIO DAL KM 369+800 AL KM 378+500",0,,,0,""
2711,"2009-06-24 00:00:00",8,11,0,0,,,,"3C",0,2,"AUTOSTRADA A3 SALERNO – REGGIO CALABRIA: PROGETTO ESECUTIVO AMMODERNAMENTO E ADEGUAMENTO DEL TRONCO 3° - TRATTO 2° - LOTTO 2° DAL KM 382+475 AL KM 383+000 INCLUSO SVINCOLO DI ROSARNO",0,,,0,""
2712,"2009-06-24 00:00:00",9,11,0,0,,,,"3D",0,2,"PROLUNGAMENTO DELLA LINEA 1 – METROPOLITANA DI TORINO TRATTA 4 LINGOTTO BENGASI: PROGETTO DEFINITIVO",0,,,0,""
2713,"2009-06-24 00:00:00",10,11,0,0,,,,"3E",0,2,"INTERPORTO TERMINI IMERESE: PROGETTO PRELIMINARE",0,,,0,""
2714,"2009-06-24 00:00:00",11,11,0,0,,,,"3F",0,2,"“COLLEGAMENTO AUTOSTRADALE BRE.BE.MI.”: PROGETTO DEFINITIVO",0,,,0,""
2715,"2009-06-24 00:00:00",12,11,0,0,,,,"3G",0,2,"TRAFORO AUTOSTRADALE DEL FREJUS – GALLERIA DI SICUREZZA – DIAMETRO 8 METRI: PROGETTO DEFINITIVO",0,,,0,""
2716,"2009-06-24 00:00:00",13,11,353,0,,,,"4A",0,11,"AEROPORTO GALILEO GALILEI DI PISA: CONTRATTO DI PROGRAMMA ENAC-SAT 2009-2012",0,,,0,""
2717,"2009-06-24 00:00:00",14,11,0,0,,,,"4B",0,11,"AEROPORTO DI NAPOLI CAPODICHINO: CONTRATTO DI PROGRAMMA ENAC-GESAC 2009-2012",0,,,0,""
2718,"2009-06-24 00:00:00",15,11,0,0,,,,"5A",0,12,"PROGRAMMI TRIENNALI OPERE PUBBLICHE 2009-2011: MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI – DIPARTIMENTO PER I TRASPORTI TERRESTI, LA NAVIGAZIONE ED I SISTEMI INFORMATIVI E STATISTICI",0,,,0,""
2719,"2009-06-24 00:00:00",16,11,0,0,,,,"5B",0,12,"PROGRAMMI TRIENNALI OPERE PUBBLICHE 2009-2011: ENTE PARCO NAZIONALE DELLE CINQUE TERRE",0,,,0,""
2720,"2009-06-24 00:00:00",17,11,0,0,,,,"6",0,0,"INTERVENTI NEL SETTORE DEI SISTEMI DI TRASPORTO RAPIDO DI MASSA (LEGGE 211/1992): RIMODULAZIONE INTERVENTI E UTILIZZO ECONOMIE DI GARA",0,,,0,""
1516,"2001-04-02 00:00:00",0,1,2,,,,,"0",0,0,"MODALITA'  ATTUAZIONE ART.57 L. 388/2000 IN MATERIA DI FINANZA DI PROGETTO  E REGOLAMENTO UNITA' TECNICA FINANZA DI PROGETTO (UTFP)",0,,0,0,
1517,"2001-11-12 00:00:00",0,1,3,,,,,"0",0,0,"MODIFICA DELIBERA N.141/1999 DEVOLUZIONE COMPETENZE IN MATERIA DI TRATTAMENTI DI INTEGRAZIONE SALARIALE",0,,0,0,
1518,"2001-11-12 00:00:00",0,1,4,,,,,"0",0,0,"RELAZIONE  UNITA' TECNICA FINANZA DI PROGETTO (UTFP) AL 31 LUGLIO 2001",0,,0,0,
1519,"2002-03-19 00:00:00",0,1,5,,,,,"0",0,0,"RELAZIONE  UNITA' TECNICA FINANZA DI PROGETTO (UTFP) AL 31 GENNAIO 2002",0,,0,0,
1520,"2001-11-12 00:00:00",0,1,5,,,,,"0",0,0,"RELAZIONE  UNITA' TECNICA FINANZA DI PROGETTO (UTFP) AL 31 GENNAIO 2002",0,,0,0,
1521,"2003-03-05 00:00:00",0,1,6,,,,,"0",0,0,"RELAZIONE  UNITA' TECNICA FINANZA DI PROGETTO (UTFP) AL 31 DICEMBRE 2002",0,,0,0,
1522,"2004-10-20 00:00:00",0,1,7,,,,,"0",0,0,"RELAZIONE  UNITA' TECNICA FINANZA DI PROGETTO (UTFP) GENNAIO 2003-APRILE 2004",0,,0,0,
1523,"2004-10-20 00:00:00",0,2,12,,,,,"0",0,0,"RAPPORTI SEMESTRALI  MIP CUP NUVV (L. 144/99 ART. 1 C.6) RELAZIONI SEMESTRALI MIP-CUP DA 2003 A I SEMESTRE 2007",0,,0,0,
1524,"2001-12-17 00:00:00",0,2,12,,,,,"0",0,0,"RAPPORTI SEMESTRALI  MIP CUP NUVV (L. 144/99 ART. 1 C.6) RELAZIONI SEMESTRALI MIP-CUP DA 2003 A I SEMESTRE 2007",0,,0,0,
1525,"2003-12-16 00:00:00",0,2,12,,,,,"0",0,0,"RAPPORTI SEMESTRALI  MIP CUP NUVV (L. 144/99 ART. 1 C.6) RELAZIONI SEMESTRALI MIP-CUP DA 2003 A I SEMESTRE 2007",0,,0,0,
1526,"2001-11-12 00:00:00",0,2,13,,,,,"0",0,0,"RELAZIONE SU PROGETTO CONTI PUBBLICI TERRITORIALI",0,,0,0,
1527,"2001-11-12 00:00:00",0,2,14,,,,,"0",0,0,"UTILIZZO RISORSE AREE DEPRESSE DA PARTE DELLA REGIONE SICILIA",0,,0,0,
1528,"2001-11-12 00:00:00",0,2,15,,,,,"0",0,0,"PROGRAMMA STATISTICO NAZIONALE 2002-2004",0,,0,0,
1529,"2001-11-12 00:00:00",0,2,16,,,,,"0",0,0,"MODIFICA DELIBERA N.67/2000 COFINANZIAMENTO NAZIONALE INTERREG III",0,,0,0,
1530,"2001-11-12 00:00:00",0,2,17,,,,,"0",0,0,"MODIFICA DELIBERA CIPE SU FONDO DI INCENTIVAZIONE REGIONE FRIULI (FRIE)",0,,0,0,
1531,"2002-07-30 00:00:00",0,2,18,,,,,"0",0,0,"RIPARTO RISORSE PER AREE DEPRESSE 2002-2004",0,,0,0,
1532,"2002-04-23 00:00:00",0,2,18,,,,,"0",0,0,"RIPARTO RISORSE PER AREE DEPRESSE 2002-2004",0,,0,0,
1533,"2002-06-05 00:00:00",0,2,18,,,,,"0",0,0,"RIPARTO RISORSE PER AREE DEPRESSE 2002-2004",0,,0,0,
1534,"2003-03-05 00:00:00",0,2,19,,,,,"0",0,0,"FONDO EX ART.19 DLGS 96/93 ASSEGNAZIONI ANNO 2002",0,,0,0,
1535,"2002-09-24 00:00:00",0,2,19,,,,,"0",0,0,"FONDO EX ART.19 DLGS 96/93 ASSEGNAZIONI ANNO 2002",0,,0,0,
1536,"2002-07-30 00:00:00",0,2,19,,,,,"0",0,0,"FONDO EX ART.19 DLGS 96/93 ASSEGNAZIONI ANNO 2002",0,,0,0,
1537,"2002-03-19 00:00:00",0,2,19,,,,,"0",0,0,"FONDO EX ART.19 DLGS 96/93 ASSEGNAZIONI ANNO 2002",0,,0,0,
1538,"2004-04-01 00:00:00",0,2,20,,,,,"0",0,0,"CODICE UNICO DI PROGETTO (CUP)",0,,0,0,
1539,"2002-03-19 00:00:00",0,2,20,,,,,"0",0,0,"CODICE UNICO DI PROGETTO (CUP)",0,,0,0,
1540,"2002-07-30 00:00:00",0,2,22,,,,,"0",0,0,"INTESA REGIONE LIGURIA - MODIFICA DELIBERE 84/2000 E 138/2000",0,,0,0,
1541,"2002-11-27 00:00:00",0,2,25,,,,,"0",0,0,"PROGRAMMA QUADRO SVILUPPO ITALIA PER LO SVOLGIMENTO DELLE MISSIONI ATTRIBUITE DAL DPEF 2003-2006",0,,0,0,
1542,"2001-12-17 00:00:00",0,2,25,,,,,"0",0,0,"PROGRAMMA QUADRO SVILUPPO ITALIA PER LO SVOLGIMENTO DELLE MISSIONI ATTRIBUITE DAL DPEF 2003-2006",0,,0,0,
1543,"2002-11-27 00:00:00",0,2,27,,,,,"0",0,0,"COMPLETAMENTO CENTRO DI RICERCA E FORMAZIONE DI CAMPOBASSO DELL’UNIVER-SITA’ CATTOLICA",0,,0,0,
1544,"2003-01-21 00:00:00",0,2,28,,,,,"0",0,0,"PROGRAMMA STATISTICO NAZIONALE 2003-2005",0,,0,0,
1545,"2003-12-16 00:00:00",0,2,29,,,,,"0",0,0,"FONDO EX ART.19 DLGS 96/93 ASSEGNAZIONI ANNO 2003",0,,0,0,
1546,"2003-01-21 00:00:00",0,2,29,,,,,"0",0,0,"FONDO EX ART.19 DLGS 96/93 ASSEGNAZIONI ANNO 2003",0,,0,0,
1547,"2003-05-27 00:00:00",0,2,29,,,,,"0",0,0,"FONDO EX ART.19 DLGS 96/93 ASSEGNAZIONI ANNO 2003",0,,0,0,
1548,"2003-01-21 00:00:00",0,2,30,,,,,"0",0,0,"ATTIVITA' OPERATIVITA' NUCLEI VALUTAZIONE EX LEGE 144/1999",0,,0,0,
1549,"2003-01-21 00:00:00",0,2,31,,,,,"0",0,0,"DIRETTIVE A PATRIMONIO SPA",0,,0,0,
1550,"2007-09-26 00:00:00",0,2,32,,,,,"0",0,0,"FONDI PER LE AREE SOTTOUTILIZZATE EX ARTT.61 E 62 LEGGE FINANZIARIA 2003 (FONDI MEF E MAP) 2003 - 2005",0,,0,0,
1551,"2003-05-07 00:00:00",0,2,32,,,,,"0",0,0,"FONDI PER LE AREE SOTTOUTILIZZATE EX ARTT.61 E 62 LEGGE FINANZIARIA 2003 (FONDI MEF E MAP) 2003 - 2005",0,,0,0,
1552,"2003-10-29 00:00:00",0,2,32,,,,,"0",0,0,"FONDI PER LE AREE SOTTOUTILIZZATE EX ARTT.61 E 62 LEGGE FINANZIARIA 2003 (FONDI MEF E MAP) 2003 - 2005",0,,0,0,
1553,"2004-01-27 00:00:00",0,2,32,,,,,"0",0,0,"FONDI PER LE AREE SOTTOUTILIZZATE EX ARTT.61 E 62 LEGGE FINANZIARIA 2003 (FONDI MEF E MAP) 2003 - 2005",0,,0,0,
1554,"2004-10-20 00:00:00",0,2,32,,,,,"0",0,0,"FONDI PER LE AREE SOTTOUTILIZZATE EX ARTT.61 E 62 LEGGE FINANZIARIA 2003 (FONDI MEF E MAP) 2003 - 2005",0,,0,0,
1555,"2004-12-21 00:00:00",0,2,32,,,,,"0",0,0,"FONDI PER LE AREE SOTTOUTILIZZATE EX ARTT.61 E 62 LEGGE FINANZIARIA 2003 (FONDI MEF E MAP) 2003 - 2005",0,,0,0,
1556,"2005-05-24 00:00:00",0,2,32,,,,,"0",0,0,"FONDI PER LE AREE SOTTOUTILIZZATE EX ARTT.61 E 62 LEGGE FINANZIARIA 2003 (FONDI MEF E MAP) 2003 - 2005",0,,0,0,
1557,"2006-10-31 00:00:00",0,2,32,,,,,"0",0,0,"FONDI PER LE AREE SOTTOUTILIZZATE EX ARTT.61 E 62 LEGGE FINANZIARIA 2003 (FONDI MEF E MAP) 2003 - 2005",0,,0,0,
1558,"2003-05-27 00:00:00",0,2,33,,,,,"0",0,0,"RELAZIONE 2002 COMMISSIONE TECNICA SPESA PUBBLICA",0,,0,0,
1559,"2003-07-22 00:00:00",0,2,34,,,,,"0",0,0,"CREDITO DI IMPOSTA AGLI INVESTIMENTI: RIALLOCAZIONE RISORSE PER LE AREE SOTTOUTILIZZATE TRIENNO 2003 – 2005",0,,0,0,
1560,"2003-10-29 00:00:00",0,2,35,,,,,"0",0,0,"PROGRAMMA STATISTICO NAZIONALE 2004-2006",0,,0,0,
1561,"2003-10-29 00:00:00",0,2,37,,,,,"0",0,0,"ASSEGNAZIONE ALLE INTESE DEI RESIDUI DELL'ACCANTONAMENTO PER PREMIALITA'",0,,0,0,
1562,"2003-11-25 00:00:00",0,2,38,,,,,"0",0,0,"RIPARTO DELL'INDICIZZAZIONE 2004 - 2006 RELATIVA AL PROGRAMMA DI INIZIATIVA COMUNITARIA INTERREG III",0,,0,0,
1563,"2003-11-25 00:00:00",0,2,39,,,,,"0",0,0,"RIPROGRAMMAZIONE RISORSE DELIBERA CIPE 20.11.1995 REGIONE SICILIA - emergenza idrica",0,,0,0,
1564,"2003-12-16 00:00:00",0,2,40,,,,,"0",0,0,"RETE NUCLEI VALUTAZIONE (NUVV) - RIPARTO RISORSE 2003",0,,0,0,
1565,"2003-12-16 00:00:00",0,2,41,,,,,"0",0,0,"FONDO PREMIALITA' CONTI PUBBLICI TERRITORIALI",0,,0,0,
1566,"2005-01-31 00:00:00",0,2,42,,,,,"0",0,0,"RIPARTO FONDI AREE SOTTOUTILIZZATE PERIODO 2004/2007 (FONDI MEF E MAP)",0,,0,0,
1567,"2003-10-20 00:00:00",0,2,42,,,,,"0",0,0,"RIPARTO FONDI AREE SOTTOUTILIZZATE PERIODO 2004/2007 (FONDI MEF E MAP)",0,,0,0,
1568,"2004-05-25 00:00:00",0,2,43,,,,,"0",0,0,"PROGETTO PER LO SVILUPPO DEL SISTEMA MIP E L'ALIMENTAZIONE DELLA CONNESSA BANCA DATI",0,,0,0,
1569,"2004-10-20 00:00:00",0,2,46,,,,,"0",0,0,"RELAZIONE 2004 STATO AVANZAMENTO DELLE ATTIVITA' DEL ""PROGETTO MONITORAGGIO""  DEGLI ACCORDI DI PROGRAMMA QUADRO (APQ)",0,,0,0,
1570,"2005-01-31 00:00:00",0,2,47,,,,,"0",0,0,"PROGRAMMA STATISTICO NAZIONALE 2005-2007",0,,0,0,
1571,"2005-07-05 00:00:00",0,2,48,,,,,"0",0,0,"PROGRAMMAZIONE COMUNITARIA 2007/2013",0,,0,0,
1572,"2005-05-24 00:00:00",0,2,49,,,,,"0",0,0,"RIPARTO FONDI AREE SOTTOUTILIZZATE 2005/2008",0,,0,0,
1573,"2005-05-24 00:00:00",0,2,53,,,,,"0",0,0,"RETE NUCLEI VALUTAZIONE (NUVV) - RIPARTO RISORSE 2004 E 2005",0,,0,0,
1574,"2006-01-26 00:00:00",0,2,54,,,,,"0",0,0,"FONDO AREE SOTTOUTILIZZATE - CRITERI DI ATTRIBUZIONE RISERVA PREMIALE PER RIEQUILIBRIO DEL DISAVANZO NEL SETTORE SANITARIO",0,,0,0,
1575,"2006-01-26 00:00:00",0,2,55,,,,,"0",0,0,"RETE NUCLEI VALUTAZIONE (NUVV) - RIPARTO RISORSE 2005 E 2006",0,,0,0,
1576,"2008-12-17 00:00:00",0,2,56,,,,,"0",0,0,"RIPARTO FONDO AREE SOTTOUTILIZZATE 2006/2009 (FONDI MEF E MAP)",0,,0,0,
1577,"2006-03-21 00:00:00",0,2,56,,,,,"0",0,0,"RIPARTO FONDO AREE SOTTOUTILIZZATE 2006/2009 (FONDI MEF E MAP)",0,,0,0,
1578,"2006-12-20 00:00:00",0,2,56,,,,,"0",0,0,"RIPARTO FONDO AREE SOTTOUTILIZZATE 2006/2009 (FONDI MEF E MAP)",0,,0,0,
1579,"2001-01-29 00:00:00",0,3,3,,,,,"0",0,0,"INFORMATIVA AL CIPE: ASSEGNAZIONE RISORSE PREVISTE DALLA DELIBERA 4/8/2000 FINALIZZATE ALL'ATTUAZIONE DEL PROGETTO APE - APPENNINO PARCO D'EUROPA ",0,,0,0,
1580,"2002-07-30 00:00:00",0,3,4,,,,,"0",0,0,"FONDO PROMOZIONE SVILUPPO SOSTENIBILE - PROGRAMMA ATTIVITA' 2001/2002",0,,0,0,
1581,"2002-07-30 00:00:00",0,3,5,,,,,"0",0,0,"STRATEGIA AZIONE AMBIENTALE SVILUPPO  SOSTENIBILE IN ITALIA",0,,0,0,
1582,"2003-09-25 00:00:00",0,3,7,,,,,"0",0,0,"AMPLIAMENTO COMPOSIZIONE VI COMMISSIONE",0,,0,0,
1583,"2003-12-16 00:00:00",0,3,8,,,,,"0",0,0,"INIZIATIVE PER LA CONSERVAZIONE DEL SITO UNESCO “ISOLE EOLIE”",0,,0,0,
1584,"2004-03-02 00:00:00",0,3,9,,,,,"0",0,0,"FONDO PROMOZIONE SVILUPPO SOSTENIBILE - PROGRAMMA ATTIVITA' 2003",0,,0,0,
1585,"2004-03-02 00:00:00",0,3,10,,,,,"0",0,0,"REVISIONE DELIBERA 123/2002 - RIDUZIONE EMISSIONE GAS SERRA",0,,0,0,
1586,"2005-05-24 00:00:00",0,3,12,,,,,"0",0,0," RIPARTO FONDO SPECIALE L. 36/1994 ART.18 ANNUALITA' 2001/2003",0,,0,0,
1587,"2006-03-15 00:00:00",0,3,14,,,,,"0",0,0,"PROGRAMMA DI INNOVAZIONE ECOCOMPATIBILE FINALIZZATI AL RISPARMIO ENERGETICO",0,,0,0,
1588,"2004-11-23 00:00:00",0,4,2,,,,,"0",0,0,"INFRASTRUTTURE INTERNAZIONALI DI APPROVVIGIONAMENTO NEL SETTORE ENERGETICO",0,,0,0,
1589,"2003-09-25 00:00:00",0,4,2,,,,,"0",0,0,"INFRASTRUTTURE INTERNAZIONALI DI APPROVVIGIONAMENTO NEL SETTORE ENERGETICO",0,,0,0,
1590,"2003-05-07 00:00:00",0,4,25,,,,,"0",0,0,"PROGRAMMA DI METANIZZAZIONE NEL MEZZOGIORNO: ASSEGNAZIONE FONDI  LEGGE FINANZIARIA 2003",0,,0,0,
1591,"2004-04-01 00:00:00",0,4,39,,,,,"0",0,0,"PROGRAMMA GENERALE DI METANIZZAZIONE DEL MEZZOGIORNO: MODIFICA DELIBERA N.99/1999",0,,0,0,
1592,"2001-11-12 00:00:00",0,5,2,,,,,"0",0,0,"RIPARTO FONDO NAZIONALE MONTAGNA 2001",0,,0,0,
1593,"2002-07-30 00:00:00",0,5,3,,,,,"0",0,0,"RIPARTO FONDO NAZIONALE MONTAGNA 2002",0,,0,0,
1594,"2003-07-22 00:00:00",0,5,4,,,,,"0",0,0,"RIPARTO FONDO NAZIONALE MONTAGNA 2003",0,,0,0,
1595,"2001-11-12 00:00:00",0,6,5,,,,,"0",0,0,"FINANZIAMENTO SETTORE BIETICOLO SACCARIFERO CAMPAGNA 2000/2001",0,,0,0,
1596,"2001-12-17 00:00:00",0,6,6,,,,,"0",0,0,"RELAZIONE ANNO 2000 SULLO STATO DI ATTUAZIONE DEI PROGETTI  (COMPETENZA EX RIBS)",0,,0,0,
1597,"2003-12-16 00:00:00",0,6,7,,,,,"0",0,0,"RICLASSIFICAZIONE ZONE AGRICOLE SVANTAGGIATE",0,,0,0,
1598,"2001-01-29 00:00:00",0,6,7,,,,,"0",0,0,"RICLASSIFICAZIONE ZONE AGRICOLE SVANTAGGIATE",0,,0,0,
1599,"2007-12-19 00:00:00",0,6,8,,,,,"0",0,0,"PROGRAMMA NAZIONALE PER L'APPROVVIGIONAMENTO IDRICO IN AGRICOLTURA E PER LO SVILUPPO DELL'IRRIGAZIONE",0,,0,0,
1600,"2004-11-23 00:00:00",0,6,8,,,,,"0",0,0,"PROGRAMMA NAZIONALE PER L'APPROVVIGIONAMENTO IDRICO IN AGRICOLTURA E PER LO SVILUPPO DELL'IRRIGAZIONE",0,,0,0,
1601,"2002-07-30 00:00:00",0,6,9,,,,,"0",0,0,"RELAZIONE ANNI 1997-1999 SULLO STATO DI ATTUAZIONE DEL V PIANO TRIENNALE PESCA E ACQUACOLTURA, RELAZIONE ATTIVITA' VI PIANO  NAZIONALE ANNI 2000/2001",0,,0,0,
1602,"2002-07-30 00:00:00",0,6,10,,,,,"0",0,0,"MODIFICA CRITERI E MODALITA' DEGLI INTERVENTI EX RIBS DI SVILUPPO ITALIA ",0,,0,0,
1603,"2003-10-29 00:00:00",0,6,11,,,,,"0",0,0,"AIUTI  NAZIONALI  A FAVORE DEI BIETICOLTORI - CAMPAGNE 2001/2002, 2002/2003",0,,0,0,
1604,"2004-11-23 00:00:00",0,6,12,,,,,"0",0,0,"PROGETTO SPECIALE PROMOZIONE AREE INTERNE DEL MEZZOGIORNO PER LA VALORIZZZIONE DEI PRODOTTI AGRICOLI TIPICI",0,,0,0,
1605,"2004-06-23 00:00:00",0,6,13,,,,,"0",0,0,"RELAZIONE SULLE OPERAZIONI EFFETTUATE DA SVILUPPO ITALIA (EX RIBS) NELL'ANNO 2002",0,,0,0,
1606,"2004-11-23 00:00:00",0,6,14,,,,,"0",0,0,"AIUTI NAZIONALI DI ADATTAMENTO A FAVORE DEI PRODUTTORI DI BARBABIETOLE DA ZUCCHERO – CAMPAGNA 2003/2004",0,,0,0,
1607,"2005-05-24 00:00:00",0,6,16,,,,,"0",0,0,"AIUTI NAZIONALI DI ADATTAMENTO A FAVORE DEI PRODUTTORI DI BARBABIETOLE DA ZUCCHERO – CAMPAGNA 2004/2005",0,,0,0,
1608,"2001-11-12 00:00:00",0,7,2,,,,,"0",0,0,"DIRETTIVE SETTORE AEROSPAZIALE EX LEGE 808/1985",0,,0,0,
1609,"2001-11-12 00:00:00",0,7,3,,,,,"0",0,0,"SCORRIMENTO GRADUATORIA LEGGE N.488/1992 DOCUP VENETO 97/99 OB.2",0,,0,0,
1610,"2002-03-19 00:00:00",0,7,5,,,,,"0",0,0,"COMMERCIO ESTERO - INDIRIZZI ATTIVITA'  SACE",0,,0,0,
1611,"2002-03-19 00:00:00",0,7,6,,,,,"0",0,0,"MODIFICA REG. V COMMISSIONE CIPE ""COMMERCIO ESTERO""",0,,0,0,
1612,"2001-11-12 00:00:00",0,7,7,,,,,"0",0,0,"RELAZIONE AL PARLAMENTO  SULL'ATTIVITA' DELLA COOPERAZIONE ITALIANA NELL'ANNO 2000",0,,0,0,
1613,"2001-12-17 00:00:00",0,7,7,,,,,"0",0,0,"RELAZIONE AL PARLAMENTO  SULL'ATTIVITA' DELLA COOPERAZIONE ITALIANA NELL'ANNO 2000",0,,0,0,
1614,"2003-03-05 00:00:00",0,7,8,,,,,"0",0,0,"CRITERI PER L'AUTOIMPRENDITORIALITA' E L'AUTOIMPIEGO",0,,0,0,
