"Codice_Cipe","Data_Cipe","Progressivo_Cipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Codice_TipoArgomentoCipe","Codice_ArgomentoCipe","Numero_OdgCipe","Oggetto_Cipe","Codice_Ufficio","Codice_RisultanzaCipe","Codice_EsitoCipe","Codice_TipoEsitoCipe","Numero_Delibera","Annotazioni_Cipe"
32819,"2006-12-22 00:00:00",0,2,42,,,,,0,0,"0","RIPARTO FONDI AREE SOTTOUTILIZZATE PERIODO 2004/2007 (FONDI MEF E MAP)",2,0,4,8,0,
32820,"2007-06-15 00:00:00",0,2,42,,,,,0,0,"0","RIPARTO FONDI AREE SOTTOUTILIZZATE PERIODO 2004/2007 (FONDI MEF E MAP)",2,0,4,8,0,
32822,"2004-07-29 00:00:00",0,2,44,,,,,0,0,"0","DOCUMENTO DI PROGRAMMAZIONE ECONOMICA E FINANZIARIA 2005 - 2008",1,0,1,12,0,
32825,"2005-03-18 00:00:00",0,2,47,,,,,0,0,"0","PROGRAMMA STATISTICO NAZIONALE 2005-2007",2,0,4,8,0,
32826,"2005-07-15 00:00:00",0,2,48,,,,,0,0,"0","PROGRAMMAZIONE COMUNITARIA 2007/2013",2,0,0,0,0,
32827,"2008-03-27 00:00:00",0,2,49,,,,,0,0,"0","RIPARTO FONDI AREE SOTTOUTILIZZATE 2005/2008",2,0,4,8,0,
32828,"2005-05-27 00:00:00",0,2,49,,,,,0,0,"0","RIPARTO FONDI AREE SOTTOUTILIZZATE 2005/2008",2,0,4,8,0,
32829,"2006-03-22 00:00:00",0,2,49,,,,,0,0,"0","RIPARTO FONDI AREE SOTTOUTILIZZATE 2005/2008",2,0,4,8,0,
32830,"2007-03-16 00:00:00",0,2,49,,,,,0,0,"0","RIPARTO FONDI AREE SOTTOUTILIZZATE 2005/2008",2,0,4,8,0,
32831,"2005-07-15 00:00:00",0,2,50,,,,,0,0,"0","RELAZIONE PREVISIONALE E PROGRAMMATICA 2006",2,0,0,0,0,
32832,"2005-12-02 00:00:00",0,2,51,,,,,0,0,"0","RAPPORTO ATTUAZIONE FONDO AREE SOTTOUTILIZZATE 2004 2005",2,0,0,0,0,
32833,"2005-12-02 00:00:00",0,2,52,,,,,0,0,"0","PROGRAMMA STATISTICO NAZIONALE 2006-2008",2,0,0,0,0,
32834,"2005-05-27 00:00:00",0,2,53,,,,,0,0,"0","RETE NUCLEI VALUTAZIONE (NUVV) - RIPARTO RISORSE 2004 E 2005",2,0,0,0,0,
32835,"2006-03-22 00:00:00",0,2,54,,,,,0,0,"0","FONDO AREE SOTTOUTILIZZATE - CRITERI DI ATTRIBUZIONE RISERVA PREMIALE PER RIEQUILIBRIO DEL DISAVANZO NEL SETTORE SANITARIO",2,0,4,8,0,
32836,"2006-03-22 00:00:00",0,2,55,,,,,0,0,"0","RETE NUCLEI VALUTAZIONE (NUVV) - RIPARTO RISORSE 2005 E 2006",2,0,4,8,0,
32838,"2006-03-22 00:00:00",0,2,56,,,,,0,0,"0","RIPARTO FONDO AREE SOTTOUTILIZZATE 2006/2009 (FONDI MEF E MAP)",2,0,4,8,0,
32839,"2006-12-22 00:00:00",0,2,56,,,,,0,0,"0","RIPARTO FONDO AREE SOTTOUTILIZZATE 2006/2009 (FONDI MEF E MAP)",2,0,4,8,0,
32840,"2008-03-27 00:00:00",0,2,56,,,,,0,0,"0","RIPARTO FONDO AREE SOTTOUTILIZZATE 2006/2009 (FONDI MEF E MAP)",2,0,4,8,0,
32841,"2001-05-03 00:00:00",0,3,1,,,,,0,0,"0","""DISPOSIZIONI IN CAMPO AMBIENTALE"" - FUNZIONAMENTO COMITATO NAZIONALE LOTTA ALLA SICCITA'",6,0,4,13,0,
32842,"2002-03-28 00:00:00",0,3,2,,,,,0,0,"0","FONDO PROMOZIONE SVILUPPO SOSTENIBILE - RIPARTO 2001 (confluito in fascicolo 3/4)",6,0,4,8,0,
32843,"2001-02-01 00:00:00",0,3,3,,,,,0,0,"0","INFORMATIVA AL CIPE: ASSEGNAZIONE RISORSE PREVISTE DALLA DELIBERA 4/8/2000 FINALIZZATE ALL'ATTUAZIONE DEL PROGETTO APE - APPENNINO PARCO D'EUROPA ",6,0,4,13,0,
32844,"2002-09-29 00:00:00",0,3,4,,,,,0,0,"0","FONDO PROMOZIONE SVILUPPO SOSTENIBILE - PROGRAMMA ATTIVITA' 2001/2002",6,0,4,8,0,
32845,"2002-08-02 00:00:00",0,3,4,,,,,0,0,"0","FONDO PROMOZIONE SVILUPPO SOSTENIBILE - PROGRAMMA ATTIVITA' 2001/2002",6,0,4,8,0,
32846,"2002-08-02 00:00:00",0,3,5,,,,,0,0,"0","STRATEGIA AZIONE AMBIENTALE SVILUPPO  SOSTENIBILE IN ITALIA",6,0,4,8,0,
32847,"2002-12-19 00:00:00",0,3,6,,,,,0,0,"0","REVISIONE DELLE LINEE GUIDA PER LE POLITICHE E MISURE NAZIONALI DI RIDUZIONE DELLE EMISSIONI DI GAS SERRA",6,0,4,8,0,
32851,"2005-05-27 00:00:00",0,3,12,,,,,0,0,"0"," RIPARTO FONDO SPECIALE L. 36/1994 ART.18 ANNUALITA' 2001/2003",6,0,0,0,0,
32852,"2006-03-22 00:00:00",0,3,14,,,,,0,0,"0","PROGRAMMA DI INNOVAZIONE ECOCOMPATIBILE FINALIZZATI AL RISPARMIO ENERGETICO",6,0,4,13,0,
32853,"2001-03-08 00:00:00",0,4,1,,,,,0,0,"0"," L. 784/80 ART. 11  - MODIFICA DELIBERA 30/6/99 METANIZZAZIONE",6,0,4,8,0,
32856,"2003-05-09 00:00:00",0,4,25,,,,,0,0,"0","PROGRAMMA DI METANIZZAZIONE NEL MEZZOGIORNO: ASSEGNAZIONE FONDI  LEGGE FINANZIARIA 2003",6,0,4,8,0,
32858,"2001-03-08 00:00:00",0,5,1,,,,,0,0,"0","L. 97/94: CRITERI RIPARTO FONDO NAZIONALE PER LA MONTAGNA 2000 ",6,0,4,8,0,
32859,"2001-11-15 00:00:00",0,5,2,,,,,0,0,"0","RIPARTO FONDO NAZIONALE MONTAGNA 2001",6,0,4,8,0,
32860,"2002-08-02 00:00:00",0,5,3,,,,,0,0,"0","RIPARTO FONDO NAZIONALE MONTAGNA 2002",6,0,4,8,0,
32861,"2003-07-25 00:00:00",0,5,4,,,,,0,0,"0","RIPARTO FONDO NAZIONALE MONTAGNA 2003",6,0,4,8,0,
32862,"2005-12-02 00:00:00",0,5,5,,,,,0,0,"0","RIPARTO FONDO NAZIONALE MONTAGNA 2004",6,0,0,0,0,
32863,"2001-03-08 00:00:00",0,6,1,,,,,0,0,"0","L. 423/98 ART. 1  -  INTEGRAZIONE PIANO AGRUMICOLO 2000 (PARERE COMMISSIONI PARLAMENTARI)",4,0,4,8,0,
32864,"2001-02-01 00:00:00",0,6,1,,,,,0,0,"0","L. 423/98 ART. 1  -  INTEGRAZIONE PIANO AGRUMICOLO 2000 (PARERE COMMISSIONI PARLAMENTARI)",4,0,4,8,0,
32865,"2001-05-03 00:00:00",0,6,2,,,,,0,0,"0","RELAZIONE STATO ATTUAZIONE INTERVENTI URGENTI SETTORE ZOOTECNIA ANNO 1999  (ANCHE ANNI 1997 e 1998)",4,0,4,13,0,
32867,"2001-05-03 00:00:00",0,6,3,,,,,0,0,"0","DOCUMENTO PROGRAMMATICO AGRICOLO, AGROALIMENTARE, AGROINDUSTRIALE E FORESTALE NAZIONALE",4,0,4,8,0,
32868,"2001-05-03 00:00:00",0,6,4,,,,,0,0,"0","L. 423/98 ART. 1  -  INTEGRAZIONE PIANO AGRUMICOLO APPROVATO CON DELIBERA 5/11/1999",4,0,4,8,0,
32869,"2001-11-15 00:00:00",0,6,5,,,,,0,0,"0","FINANZIAMENTO SETTORE BIETICOLO SACCARIFERO CAMPAGNA 2000/2001",4,0,4,8,0,
32870,"2002-12-19 00:00:00",0,6,6,,,,,0,0,"0","RELAZIONE ANNO 2000 SULLO STATO DI ATTUAZIONE DEI PROGETTI  (COMPETENZA EX RIBS)",4,0,4,13,0,
32871,"2002-02-14 00:00:00",0,6,6,,,,,0,0,"0","RELAZIONE ANNO 2000 SULLO STATO DI ATTUAZIONE DEI PROGETTI  (COMPETENZA EX RIBS)",4,0,4,13,0,
32872,"2003-12-19 00:00:00",0,6,7,,,,,0,0,"0","RICLASSIFICAZIONE ZONE AGRICOLE SVANTAGGIATE",4,0,4,8,0,
32873,"2001-02-01 00:00:00",0,6,7,,,,,0,0,"0","RICLASSIFICAZIONE ZONE AGRICOLE SVANTAGGIATE",4,0,4,8,0,
32875,"2002-06-14 00:00:00",0,6,8,,,,,0,0,"0","PROGRAMMA NAZIONALE PER L'APPROVVIGIONAMENTO IDRICO IN AGRICOLTURA E PER LO SVILUPPO DELL'IRRIGAZIONE",4,0,4,8,0,
32876,"2002-12-19 00:00:00",0,6,8,,,,,0,0,"0","PROGRAMMA NAZIONALE PER L'APPROVVIGIONAMENTO IDRICO IN AGRICOLTURA E PER LO SVILUPPO DELL'IRRIGAZIONE",4,0,4,8,0,
32878,"2002-08-02 00:00:00",0,6,9,,,,,0,0,"0","RELAZIONE ANNI 1997-1999 SULLO STATO DI ATTUAZIONE DEL V PIANO TRIENNALE PESCA E ACQUACOLTURA, RELAZIONE ATTIVITA' VI PIANO  NAZIONALE ANNI 2000/2001",4,0,4,8,0,
32879,"2002-08-02 00:00:00",0,6,10,,,,,0,0,"0","MODIFICA CRITERI E MODALITA' DEGLI INTERVENTI EX RIBS DI SVILUPPO ITALIA ",4,0,4,8,0,
32880,"2003-11-13 00:00:00",0,6,11,,,,,0,0,"0","AIUTI  NAZIONALI  A FAVORE DEI BIETICOLTORI - CAMPAGNE 2001/2002, 2002/2003",4,0,4,8,0,
32881,"2002-09-29 00:00:00",0,6,11,,,,,0,0,"0","AIUTI  NAZIONALI  A FAVORE DEI BIETICOLTORI - CAMPAGNE 2001/2002, 2002/2003",4,0,4,8,0,
32885,"2005-03-18 00:00:00",0,6,15,,,,,0,0,"0","RELAZIONE SULLE OPERAZIONI EFFETTUATE DA SVILUPPO ITALIA SPA (EX RIBS SPA) NELL'ANNO  2003",4,0,0,0,0,
32886,"2005-05-27 00:00:00",0,6,16,,,,,0,0,"0","AIUTI NAZIONALI DI ADATTAMENTO A FAVORE DEI PRODUTTORI DI BARBABIETOLE DA ZUCCHERO – CAMPAGNA 2004/2005",4,0,4,8,0,
32887,"2005-12-02 00:00:00",0,6,17,,,,,0,0,"0","RELAZIONE SULLE OPERAZIONI EFFETTUATE DA SVILUPPO ITALIA SPA (EX RIBS SPA) NELL'ANNO  2003",4,0,0,0,0,
32888,"2006-11-17 00:00:00",0,6,18,,,,,0,0,"0","AIUTI NAZIONALI A FAVORE DEI BIETICOLTORI - CAMPAGNA 2005/2006",4,0,4,8,0,
32890,"2001-11-15 00:00:00",0,7,2,,,,,0,0,"0","DIRETTIVE SETTORE AEROSPAZIALE EX LEGE 808/1985",2,0,4,8,0,
32891,"2002-03-28 00:00:00",0,7,5,,,,,0,0,"0","COMMERCIO ESTERO - INDIRIZZI ATTIVITA'  SACE",2,0,4,8,0,
32892,"2002-03-28 00:00:00",0,7,6,,,,,0,0,"0","MODIFICA REG. V COMMISSIONE CIPE ""COMMERCIO ESTERO""",2,0,4,8,0,
32893,"2002-02-14 00:00:00",0,7,7,,,,,0,0,"0","RELAZIONE AL PARLAMENTO  SULL'ATTIVITA' DELLA COOPERAZIONE ITALIANA NELL'ANNO 2000",2,0,4,8,0,
32894,"2003-12-05 00:00:00",0,7,8,,,,,0,0,"0","CRITERI PER L'AUTOIMPRENDITORIALITA' E L'AUTOIMPIEGO",4,0,4,8,0,
32895,"2002-02-15 00:00:00",0,7,8,,,,,0,0,"0","CRITERI PER L'AUTOIMPRENDITORIALITA' E L'AUTOIMPIEGO",4,0,4,8,0,
32896,"2002-03-14 00:00:00",0,7,8,,,,,0,0,"0","CRITERI PER L'AUTOIMPRENDITORIALITA' E L'AUTOIMPIEGO",4,0,4,8,0,
32897,"2003-07-25 00:00:00",0,7,8,,,,,0,0,"0","CRITERI PER L'AUTOIMPRENDITORIALITA' E L'AUTOIMPIEGO",4,0,4,8,0,
32898,"2002-02-14 00:00:00",0,7,9,,,,,0,0,"0","CRITERI DI RIPARTO RISORSE FINANZIARIE EX LEGE N.488/1992 ",4,0,4,8,0,
32899,"2002-06-14 00:00:00",0,7,10,,,,,0,0,"0","DIRETTIVE PER IL COFINANZIAMENTO DI INTERVENTI REGIONALI NEL SETTORE DEL COMMERCIO E  TURISMO",7,0,4,8,0,
32900,"2002-03-28 00:00:00",0,7,11,,,,,0,0,"0","FINANZIAMENTO SIMEST DI OPERAZIONI DI ""VENTURE CAPITAL"" NEI PAESI DEL MEDITERRANEO DA PARTE DI IMPRESE DELLE REGIONI MERIDIONALI",2,0,4,8,0,
32901,"2002-03-28 00:00:00",0,7,12,,,,,0,0,"0","MODIFICA ART. 3 DELIBERA CIPE N.93/1999, CONCERNENTE LE OPERAZIONI E LE CATEGORIE DI RISCHI ASSICURABILI DALLA SACE",2,0,4,8,0,
32902,"2002-03-28 00:00:00",0,7,13,,,,,0,0,"0","PROFILI AMBIENTALI DELL'ESPORTAZIONE DI PRODOTTI DESTINATI ALL'INDUSTRIA NUCLEARE",2,0,4,8,0,
32903,"2002-03-28 00:00:00",0,7,14,,,,,0,0,"0","MODIFICA DELIBERE CIPE NN.160 E 161/1999, CONCERNENTI LE OPERAZIONI DI CREDITO ALL'ESPORTAZIONE AMMISSIBILI ALL'INTERVENTO AGEVOLATO DELLA SIMEST",2,0,4,8,0,
32904,"2002-03-28 00:00:00",0,7,15,,,,,0,0,"0","INTERVENTI IN FAVORE DELL'ARGENTINA",2,0,4,8,0,
32905,"2002-03-28 00:00:00",0,7,16,,,,,0,0,"0","INDIVIDUAZIONE DEI PAESI DESTINATARI NEL 2002 DEGLI INTERVENTI EX LEGE N.212/1992 E SUCCESSIVE MODIFICAZIONI",2,0,4,8,0,
32906,"2002-08-02 00:00:00",0,7,18,,,,,0,0,"0","TRASFORMAZIONE IN S.p.A. DEL POLIGRAFICO DELLO STATO",1,0,4,8,0,
32907,"2002-12-19 00:00:00",0,7,19,,,,,0,0,"0","PIANO PREVISIONALE IMPEGNI ASSICURATIVI SACE ANNO 2003",2,0,4,8,0,
32908,"2002-08-02 00:00:00",0,7,19,,,,,0,0,"0","PIANO PREVISIONALE IMPEGNI ASSICURATIVI SACE ANNO 2003",2,0,4,8,0,
32909,"2002-08-02 00:00:00",0,7,20,,,,,0,0,"0","PIANO PREVISIONALE FABBISOGNI FINANZIARI  2003 FONDO CONTRIBUTI INTERESSI L. 295/73 E FONDO ROTATIVO L. 394/81",2,0,4,8,0,
32910,"2002-12-19 00:00:00",0,7,21,,,,,0,0,"0","ATTUAZIONE RACCOMANDAZIONE ADOTTATA DALL'OCSE/DAC SLEGAMENTO AIUTO PUBBLICO ALLO SVILUPPO DEI PAESI MENO AVANZATI",2,0,4,8,0,
32911,"2002-08-02 00:00:00",0,7,21,,,,,0,0,"0","ATTUAZIONE RACCOMANDAZIONE ADOTTATA DALL'OCSE/DAC SLEGAMENTO AIUTO PUBBLICO ALLO SVILUPPO DEI PAESI MENO AVANZATI",2,0,4,8,0,
32912,"2006-03-22 00:00:00",0,7,22,,,,,0,0,"0","DIRETTIVE PER GLI INTERVENTI  NEL SETTORE AEROSPAZIALE",4,0,4,8,0,
32913,"2002-08-02 00:00:00",0,7,22,,,,,0,0,"0","DIRETTIVE PER GLI INTERVENTI  NEL SETTORE AEROSPAZIALE",4,0,4,8,0,
32914,"2002-10-24 00:00:00",0,7,23,,,,,0,0,"0","INTERVENTI SIMEST IN OPERAZIONI ""VENTURE CAPITAL"" NELLA REPUBBLICA POPOLARE CINESE",2,0,4,8,0,
32915,"2003-05-09 00:00:00",0,7,24,,,,,0,0,"0","RELAZIONE AL PARLAMENTO  SULL'ATTIVITA' DELLA COOPERAZIONE ITALIANA NELL'ANNO 2001",2,0,4,8,0,
32916,"2006-03-22 00:00:00",0,7,26,,,,,0,0,"0","ESTENSIONE DELLE MISURE DI CUI ALLA LEGGE N.181/1989 AD ALTRE AREE DI CRISI INDUSTRIALE",6,0,0,8,0,
32917,"2003-05-09 00:00:00",0,7,26,,,,,0,0,"0","ESTENSIONE DELLE MISURE DI CUI ALLA LEGGE N.181/1989 AD ALTRE AREE DI CRISI INDUSTRIALE",6,0,0,8,0,
32918,"2003-12-19 00:00:00",0,7,26,,,,,0,0,"0","ESTENSIONE DELLE MISURE DI CUI ALLA LEGGE N.181/1989 AD ALTRE AREE DI CRISI INDUSTRIALE",6,0,0,8,0,
32919,"2003-12-23 00:00:00",0,7,26,,,,,0,0,"0","ESTENSIONE DELLE MISURE DI CUI ALLA LEGGE N.181/1989 AD ALTRE AREE DI CRISI INDUSTRIALE",6,0,0,8,0,
32920,"2003-05-09 00:00:00",0,7,27,,,,,0,0,"0","SOCIETA' DELL'INFORMAZIONE ""PER IL SUD""",2,0,4,13,0,
32922,"2003-07-25 00:00:00",0,7,28,,,,,0,0,"0","CRITERI IN MATERIA DI AGEVOLAZIONI PER INVESTIMENTI IN CAMPAGNE PUBBLICITARIE LOCALIZZATE",2,0,4,8,0,
32923,"2003-12-05 00:00:00",0,7,28,,,,,0,0,"0","CRITERI IN MATERIA DI AGEVOLAZIONI PER INVESTIMENTI IN CAMPAGNE PUBBLICITARIE LOCALIZZATE",2,0,4,8,0,
32924,"2003-07-25 00:00:00",0,7,29,,,,,0,0,"0","INDIVIDUAZIONE DEI PAESI DESTINATARI NEL 2003 DEGLI INTERVENTI EX LEGE N.212/1992 E SUCCESSIVE MODIFICAZIONI",2,0,4,8,0,
32925,"2003-07-25 00:00:00",0,7,30,,,,,0,0,"0","MODIFICA DELIBERA 20/2002: ESTENSIONE ALL’IRAQ E ALL'AFRICA SUBSAHARIANA DEL FINANZIAMENTO DELLE OPERAZIONI SIMEST DI “VENTURE CAPITAL”",2,0,4,8,0,
32926,"2003-07-25 00:00:00",0,7,31,,,,,0,0,"0","APERTURA ALL’IRAQ DELLA POLITICA ASSICURATIVA DELLA SACE",2,0,4,8,0,
32927,"2003-07-25 00:00:00",0,7,32,,,,,0,0,"0","PIANO PREVISIONALE DEGLI IMPEGNI ASSICURATIVI DELLA SACE PER IL 2004",2,0,4,8,0,
32928,"2003-07-25 00:00:00",0,7,33,,,,,0,0,"0","PIANO PREVISIONALE DEI FABBISOGNO FINANZIARI PER IL 2004 DEL FONDO PER I CONTRIBUTI AGLI INTERESSI DI CUI ALLA LEGGE N.295/1973 E DEL FONDO ROTATIVO DI CUI ALLA LEGGE N. 394/1981",2,0,4,8,0,
32929,"2003-07-25 00:00:00",0,7,34,,,,,0,0,"0","DEROGHE AI LIMITI ORDINARI DELL’ATTIVITÀ DELLA FINEST",2,0,4,8,0,
32930,"2003-11-13 00:00:00",0,7,35,,,,,0,0,"0","SOSTEGNO DEGLI INVESTIMENTI DELLE IMPRESE ITALIANE IN RUSSIA ED UCRAINA",2,0,4,8,0,
32931,"2003-11-13 00:00:00",0,7,36,,,,,0,0,"0","INCLUSIONE DEL RISCHIO DI ESCUSSIONE DELLE FIDEJUSSIONI TRA LE OPERAZIONI ASSICURABILI DALLA SACE",2,0,4,8,0,
32932,"2003-12-05 00:00:00",0,7,37,,,,,0,0,"0","RELAZIONE PROGRAMMA SVILUPPO SARDEGNA",2,0,4,13,0,
32933,"2005-07-29 00:00:00",0,7,42,,,,,0,0,"0","CRITERI PER LA GESTIONE DEL FONDO INTERVENTI NEL CAPITALE DI RISCHIO (SVILUPPO ITALIA)",4,0,4,8,0,
32934,"2004-05-07 00:00:00",0,7,42,,,,,0,0,"0","CRITERI PER LA GESTIONE DEL FONDO INTERVENTI NEL CAPITALE DI RISCHIO (SVILUPPO ITALIA)",4,0,4,8,0,
32935,"2005-05-27 00:00:00",0,7,43,,,,,0,0,"0","RELAZIONE AL PARLAMENTO  SULL'ATTIVITA' DELLA COOPERAZIONE ITALIANA NELL'ANNO 2002 E 2003",2,0,0,0,0,
32936,"2007-03-16 00:00:00",0,7,46,,,,,0,0,"0","PROGRAMMA PLURIENNALE DI INTERVENTI PER LA RIPRESA PRODUTTIVA DEL MOLISE",2,0,4,8,0,
32937,"2006-03-22 00:00:00",0,7,46,,,,,0,0,"0","PROGRAMMA PLURIENNALE DI INTERVENTI PER LA RIPRESA PRODUTTIVA DEL MOLISE",2,0,4,8,0,
32938,"2005-03-18 00:00:00",0,7,47,,,,,0,0,"0","ESTENSIONE ALLA BULGARIA E ALLA ROMANIA DEL SOSTEGNO DEGLI INVESTIMENTI DELLE IMPRESE ITALIANE NEI BALCANI",2,0,0,0,0,
32939,"2005-03-18 00:00:00",0,7,48,,,,,0,0,"0","ESTENSIONE ALLA LIBIA DEL FINANZIAMENTO DI OPERAZIONI DI ""VENTURE CAPITAL"" DA PARTE DI IMPRESE UBICATE NELLE AREE DEPRESSE",2,0,0,0,0,
32940,"2005-03-18 00:00:00",0,7,49,,,,,0,0,"0","MODIFICA DELLA DELIBERA N. 161/1999 CONCERNENTE LA TIPOLOGIA E LE CARATTERISTICHE DELLE OPERAZIONI DI CREDITO ALL’ESPORTAZIONE AMMISSIBILI ALL’INTERVENTO AGEVOLATO DELLA SIMEST S.P.A.",2,0,0,0,0,
32941,"2005-03-18 00:00:00",0,7,50,,,,,0,0,"0","MODIFICHE ED INTEGRAZIONI ALLA DELIBERA N. 93/1999 CONCERNENTE LE OPERAZIONI E LE CATEGORIE DI RISCHI ASSICURABILI DALLA SACE S.P.A",2,0,0,0,0,
32942,"2005-03-18 00:00:00",0,7,51,,,,,0,0,"0","LINEE DI POLITICA ASSICURATIVA DELLA SACE S.P.A. VERSO L'IRAN",2,0,0,0,0,
32943,"2005-03-18 00:00:00",0,7,53,,,,,0,0,"0","ESTENSIONE AI PAESI DEL SUD EST ASIATICO COPLITI DAL MAREMOTO UTILIZZO STANZIAMENTO MEURO 64,139 PER OPERAZIONI DI ""VENTURE CAPITAL""",2,0,0,0,0,
32945,"2005-07-15 00:00:00",0,7,54,,,,,0,0,"0","FONDO PER IL FINANZIAMENTO DEGLI INTERVENTI PER LE IMPRESE IN DIFFICOLTA' LEGGE N.311/2004, ART.1, C. 354/356",4,0,4,8,0,
32946,"2007-04-24 00:00:00",0,7,54,,,,,0,0,"0","FONDO PER IL FINANZIAMENTO DEGLI INTERVENTI PER LE IMPRESE IN DIFFICOLTA' LEGGE N.311/2004, ART.1, C. 354/356",4,0,4,8,0,
32948,"2005-07-15 00:00:00",0,7,55,,,,,0,0,"0","FONDO ROTATIVO PER IL SOSTEGNO ALLE IMPRESE E INVESTIMENTI IN RICERCA  LEGGE N.311/2004, ART.1, C. 354/356",4,0,4,9,0,
32949,"2006-03-22 00:00:00",0,7,55,,,,,0,0,"0","FONDO ROTATIVO PER IL SOSTEGNO ALLE IMPRESE E INVESTIMENTI IN RICERCA  LEGGE N.311/2004, ART.1, C. 354/356",4,0,4,9,0,
32950,"2007-03-16 00:00:00",0,7,55,,,,,0,0,"0","FONDO ROTATIVO PER IL SOSTEGNO ALLE IMPRESE E INVESTIMENTI IN RICERCA  LEGGE N.311/2004, ART.1, C. 354/356",4,0,4,9,0,
32951,"2008-03-27 00:00:00",0,7,55,,,,,0,0,"0","FONDO ROTATIVO PER IL SOSTEGNO ALLE IMPRESE E INVESTIMENTI IN RICERCA  LEGGE N.311/2004, ART.1, C. 354/356",4,0,4,9,0,
32952,"2005-07-29 00:00:00",0,7,56,,,,,0,0,"0","PIANO PREVISIONALE IMPEGNI ASSICURATIVI SACE ANNO 2006",2,0,0,0,0,
32953,"2005-07-29 00:00:00",0,7,57,,,,,0,0,"0","PIANO PREVISIONALE (SIMEST) DEI FABBISOGNO FINANZIARI PER IL 2004 DEL FONDO PER I CONTRIBUTI AGLI INTERESSI DI CUI ALLA LEGGE N.295/1973 E DEL FONDO ROTATIVO DI CUI ALLA LEGGE N. 394/1981",2,0,0,0,0,
32954,"2005-07-29 00:00:00",0,7,58,,,,,0,0,"0","ESTENSIONE ALLA CROAZIA DEL SOSTEGNO DEGLI INVESTIMENTI DELLE IMPRESE ITALIANE NEI BALCANI",2,0,0,0,0,
32955,"2005-12-02 00:00:00",0,7,59,,,,,0,0,"0","AGGIORNAMENTO DELLE PRIORITA’ GEOGRAFICHE E DI SETTORE DELLA COOPERAZIONE ALLO SVILUPPO",2,0,0,0,0,
32956,"2006-03-22 00:00:00",0,7,61,,,,,0,0,"0","RELAZIONE AL PARLAMENTO SULL'ATTIVITÀ DELLA COOPERAZIONE ITALIANA NELL’ANN0 2004",2,0,4,8,0,
32957,"2006-03-22 00:00:00",0,7,62,,,,,0,0,"0","ESTENSIONE AI PAESI DEL SUD EST ASIATICO COPLITI DAL MAREMOTO UTILIZZO STANZIAMENTO MEURO 64,139 PER OPERAZIONI DI ""VENTURE CAPITAL""",2,0,4,8,0,
32959,"2001-02-01 00:00:00",0,8,1,,,,,0,0,"0","ASSETTO FINALE CONTRATTO DI PROGRAMMA BULL ",4,0,4,8,0,
32960,"2001-02-01 00:00:00",0,8,2,,,,,0,0,"0","ASSETTO FINALE CONTRATTO DI PROGRAMMA SNIA BPD ",4,0,4,8,0,
32961,"2001-02-01 00:00:00",0,8,3,,,,,0,0,"0","ASSETTO FINALE CONTRATTO DI PROGRAMMA COMPLA SINT ",4,0,4,8,0,
32962,"2001-02-01 00:00:00",0,8,4,,,,,0,0,"0","ASSETTO FINALE CONTRATTO DI PROGRAMMA ACM SOC. CONSORTILE ",4,0,4,8,0,
32963,"2001-02-01 00:00:00",0,8,5,,,,,0,0,"0","ASSETTO FINALE CONTRATTO DI PROGRAMMA SARAS RAFFINERIE ",4,0,4,8,0,
32964,"2001-02-01 00:00:00",0,8,6,,,,,0,0,"0","ASSETTO FINALE CONTRATTO DI PROGRAMMA IBM ",4,0,4,8,0,
32965,"2003-11-13 00:00:00",0,8,7,,,,,0,0,"0","ACCORDO DI PROGRAMMA VAL BASENTO - DELIBERA CIPE 30/6/99",1,0,4,8,0,
32966,"2001-05-03 00:00:00",0,8,7,,,,,0,0,"0","ACCORDO DI PROGRAMMA VAL BASENTO - DELIBERA CIPE 30/6/99",1,0,4,8,0,
32967,"2001-12-21 00:00:00",0,8,7,,,,,0,0,"0","ACCORDO DI PROGRAMMA VAL BASENTO - DELIBERA CIPE 30/6/99",1,0,4,8,0,
32968,"2001-03-08 00:00:00",0,8,8,,,,,0,0,"0","INTESE ISTITUZIONALI DI PROGRAMMA TRENTO E BOLZANO",3,0,4,8,0,
32969,"2003-11-13 00:00:00",0,8,9,,,,,0,0,"0","CONTRATTO DI PROGRAMMA ATITECH - INTEGRAZIONE ",4,0,4,8,0,
32970,"2001-03-08 00:00:00",0,8,9,,,,,0,0,"0","CONTRATTO DI PROGRAMMA ATITECH - INTEGRAZIONE ",4,0,4,8,0,
32971,"2007-11-29 00:00:00",0,8,11,,,,,0,0,"0","CONTRATTO DI PROGRAMMA TERMINAL GNL EDISON GAS SPA",4,0,4,8,0,
32972,"2001-03-08 00:00:00",0,8,11,,,,,0,0,"0","CONTRATTO DI PROGRAMMA TERMINAL GNL EDISON GAS SPA",4,0,4,8,0,
32973,"2002-03-28 00:00:00",0,8,11,,,,,0,0,"0","CONTRATTO DI PROGRAMMA TERMINAL GNL EDISON GAS SPA",4,0,4,8,0,
32974,"2003-11-13 00:00:00",0,8,11,,,,,0,0,"0","CONTRATTO DI PROGRAMMA TERMINAL GNL EDISON GAS SPA",4,0,4,8,0,
32976,"2001-03-08 00:00:00",0,8,12,,,,,0,0,"0","CONTRATTI DI PROGRAMMA TEXAS/MICRON 2° E 3°",4,0,4,8,0,
